_programs/C3/out/C3.elf:10000900 00000001 b contFalling.14262
_programs/C3/out/C3.elf:10000901 00000001 b contRising.14263
_programs/C3/out/C3.elf:10000904 00000004 b heap_end.5622
_programs/C3/out/C3.elf:1a000674 00000064 t prvHeapInit
_programs/C3/out/C3.elf:1a0006d8 00000058 t prvInsertBlockIntoFreeList
_programs/C3/out/C3.elf:10000908 00000004 b pxEnd
_programs/C3/out/C3.elf:1000090c 00002000 b ucHeap
_programs/C3/out/C3.elf:1000290c 00000004 b xBlockAllocatedBit
_programs/C3/out/C3.elf:10002910 00000004 b xFreeBytesRemaining
_programs/C3/out/C3.elf:10002914 00000004 b xMinimumEverFreeBytesRemaining
_programs/C3/out/C3.elf:10002918 00000008 b xStart
_programs/C3/out/C3.elf:1a0008b0 00000012 t prvGetDisinheritPriorityAfterTimeout
_programs/C3/out/C3.elf:1a0008c2 0000001e t prvIsQueueFull
_programs/C3/out/C3.elf:1a0008e0 0000001a t prvIsQueueEmpty
_programs/C3/out/C3.elf:1a0008fa 00000076 t prvCopyDataToQueue
_programs/C3/out/C3.elf:1a000970 00000024 t prvCopyDataFromQueue
_programs/C3/out/C3.elf:1a000994 0000006e t prvUnlockQueue
_programs/C3/out/C3.elf:1a000a84 00000022 t prvInitialiseNewQueue
_programs/C3/out/C3.elf:10002920 00000168 b uxIdleTaskStack.10588
_programs/C3/out/C3.elf:10002a88 000005a0 b uxTimerTaskStack.10595
_programs/C3/out/C3.elf:10003028 00000060 b xIdleTaskTCB.10587
_programs/C3/out/C3.elf:10003088 00000060 b xTimerTaskTCB.10594
_programs/C3/out/C3.elf:1a0012dc 00000034 t prvResetNextTaskUnblockTime
_programs/C3/out/C3.elf:1a001310 00000092 t prvInitialiseNewTask
_programs/C3/out/C3.elf:1a0013a4 00000068 t prvInitialiseTaskLists
_programs/C3/out/C3.elf:1a00140c 000000ac t prvAddNewTaskToReadyList
_programs/C3/out/C3.elf:1a0014b8 0000003a t prvDeleteTCB
_programs/C3/out/C3.elf:1a0014f4 0000004c t prvCheckTasksWaitingTermination
_programs/C3/out/C3.elf:1a001540 00000028 t prvIdleTask
_programs/C3/out/C3.elf:1a001568 00000098 t prvAddCurrentTaskToDelayedList
_programs/C3/out/C3.elf:100030ec 00000004 b pxDelayedTaskList
_programs/C3/out/C3.elf:100030f0 00000004 b pxOverflowDelayedTaskList
_programs/C3/out/C3.elf:100030f4 0000008c b pxReadyTasksLists
_programs/C3/out/C3.elf:10003180 00000004 b uxCurrentNumberOfTasks
_programs/C3/out/C3.elf:10003184 00000004 b uxDeletedTasksWaitingCleanUp
_programs/C3/out/C3.elf:10003188 00000004 b uxPendedTicks
_programs/C3/out/C3.elf:1000318c 00000004 b uxSchedulerSuspended
_programs/C3/out/C3.elf:10003190 00000004 b uxTaskNumber
_programs/C3/out/C3.elf:10003194 00000004 b uxTopReadyPriority
_programs/C3/out/C3.elf:10003198 00000014 b xDelayedTaskList1
_programs/C3/out/C3.elf:100031ac 00000014 b xDelayedTaskList2
_programs/C3/out/C3.elf:100031c0 00000004 b xNextTaskUnblockTime
_programs/C3/out/C3.elf:100031c4 00000004 b xNumOfOverflows
_programs/C3/out/C3.elf:100031c8 00000014 b xPendingReadyList
_programs/C3/out/C3.elf:100031dc 00000004 b xSchedulerRunning
_programs/C3/out/C3.elf:100031e0 00000014 b xSuspendedTaskList
_programs/C3/out/C3.elf:100031f4 00000014 b xTasksWaitingTermination
_programs/C3/out/C3.elf:10003208 00000004 b xTickCount
_programs/C3/out/C3.elf:1000320c 00000004 b xYieldPending
_programs/C3/out/C3.elf:1a001edc 00000020 t prvGetNextExpireTime
_programs/C3/out/C3.elf:1a001efc 00000048 t prvInsertTimerInActiveList
_programs/C3/out/C3.elf:1a001f44 00000070 t prvCheckForValidListAndQueue
_programs/C3/out/C3.elf:1a002304 00000016 t prvTimerTask
_programs/C3/out/C3.elf:1a002090 00000078 t prvSwitchTimerLists
_programs/C3/out/C3.elf:1a002108 0000002c t prvSampleTimeNow
_programs/C3/out/C3.elf:1a002134 00000060 t prvProcessExpiredTimer
